"Plot Title: IRGA_LightMeasure"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20553056, SEN S/N: 20553056)","Intensity, Lux (LGR S/N: 20553056, SEN S/N: 20553056)","End Of File (LGR S/N: 20553056)"
2080,07/17/22 03:49:30  AM,16.427,0.0,
2081,07/17/22 03:50:00  AM,16.427,0.0,
2082,07/17/22 03:50:30  AM,16.427,0.0,
2083,07/17/22 03:51:00  AM,16.427,0.0,
2084,07/17/22 03:51:30  AM,16.427,0.0,
2085,07/17/22 03:52:00  AM,16.427,0.0,
2086,07/17/22 03:52:30  AM,16.427,0.0,
2087,07/17/22 03:53:00  AM,16.427,0.0,
2088,07/17/22 03:53:30  AM,16.427,0.0,
2089,07/17/22 03:54:00  AM,16.427,0.0,
2090,07/17/22 03:54:30  AM,16.427,0.0,
2091,07/17/22 03:55:00  AM,16.427,0.0,
2092,07/17/22 03:55:30  AM,16.427,0.0,
2093,07/17/22 03:56:00  AM,16.427,0.0,
2094,07/17/22 03:56:30  AM,16.427,0.0,
2095,07/17/22 03:57:00  AM,16.427,0.0,
2096,07/17/22 03:57:30  AM,16.427,0.0,
2097,07/17/22 03:58:00  AM,16.427,0.0,
2098,07/17/22 03:58:30  AM,16.427,0.0,
2099,07/17/22 03:59:00  AM,16.427,0.0,
2100,07/17/22 03:59:30  AM,16.427,0.0,
2101,07/17/22 04:00:00  AM,16.427,0.0,
2102,07/17/22 04:00:30  AM,16.427,0.0,
2103,07/17/22 04:01:00  AM,16.427,0.0,
2104,07/17/22 04:01:30  AM,16.427,0.0,
2105,07/17/22 04:02:00  AM,16.332,0.0,
2106,07/17/22 04:02:30  AM,16.332,0.0,
2107,07/17/22 04:03:00  AM,16.427,0.0,
2108,07/17/22 04:03:30  AM,16.332,0.0,
2109,07/17/22 04:04:00  AM,16.332,0.0,
2110,07/17/22 04:04:30  AM,16.427,0.0,
2111,07/17/22 04:05:00  AM,16.332,0.0,
2112,07/17/22 04:05:30  AM,16.332,0.0,
2113,07/17/22 04:06:00  AM,16.332,0.0,
2114,07/17/22 04:06:30  AM,16.427,0.0,
2115,07/17/22 04:07:00  AM,16.332,0.0,
2116,07/17/22 04:07:30  AM,16.332,0.0,
2117,07/17/22 04:08:00  AM,16.332,0.0,
2118,07/17/22 04:08:30  AM,16.332,0.0,
2119,07/17/22 04:09:00  AM,16.332,0.0,
2120,07/17/22 04:09:30  AM,16.427,0.0,
2121,07/17/22 04:10:00  AM,16.427,0.0,
2122,07/17/22 04:10:30  AM,16.332,0.0,
2123,07/17/22 04:11:00  AM,16.332,0.0,
2124,07/17/22 04:11:30  AM,16.332,0.0,
2125,07/17/22 04:12:00  AM,16.332,0.0,
2126,07/17/22 04:12:30  AM,16.332,0.0,
2127,07/17/22 04:13:00  AM,16.332,0.0,
2128,07/17/22 04:13:30  AM,16.332,0.0,
2129,07/17/22 04:14:00  AM,16.332,0.0,
2130,07/17/22 04:14:30  AM,16.332,0.0,
2131,07/17/22 04:15:00  AM,16.332,0.0,
2132,07/17/22 04:15:30  AM,16.332,0.0,
2133,07/17/22 04:16:00  AM,16.332,0.0,
2134,07/17/22 04:16:30  AM,16.332,0.0,
2135,07/17/22 04:17:00  AM,16.332,0.0,
2136,07/17/22 04:17:30  AM,16.332,0.0,
2137,07/17/22 04:18:00  AM,16.332,0.0,
2138,07/17/22 04:18:30  AM,16.332,0.0,
2139,07/17/22 04:19:00  AM,16.332,0.0,
2140,07/17/22 04:19:30  AM,16.332,0.0,
2141,07/17/22 04:20:00  AM,16.332,0.0,
2142,07/17/22 04:20:30  AM,16.332,0.0,
2143,07/17/22 04:21:00  AM,16.332,0.0,
2144,07/17/22 04:21:30  AM,16.332,0.0,
2145,07/17/22 04:22:00  AM,16.332,0.0,
2146,07/17/22 04:22:30  AM,16.332,0.0,
2147,07/17/22 04:23:00  AM,16.332,0.0,
2148,07/17/22 04:23:30  AM,16.332,0.0,
2149,07/17/22 04:24:00  AM,16.332,0.0,
2150,07/17/22 04:24:30  AM,16.332,0.0,
2151,07/17/22 04:25:00  AM,16.332,0.0,
2152,07/17/22 04:25:30  AM,16.332,0.0,
2153,07/17/22 04:26:00  AM,16.332,0.0,
2154,07/17/22 04:26:30  AM,16.332,0.0,
2155,07/17/22 04:27:00  AM,16.332,0.0,
2156,07/17/22 04:27:30  AM,16.332,0.0,
2157,07/17/22 04:28:00  AM,16.332,0.0,
2158,07/17/22 04:28:30  AM,16.332,0.0,
2159,07/17/22 04:29:00  AM,16.332,0.0,
2160,07/17/22 04:29:30  AM,16.332,0.0,
2161,07/17/22 04:30:00  AM,16.332,0.0,
2162,07/17/22 04:30:30  AM,16.332,0.0,
2163,07/17/22 04:31:00  AM,16.332,0.0,
2164,07/17/22 04:31:30  AM,16.332,0.0,
2165,07/17/22 04:32:00  AM,16.332,0.0,
2166,07/17/22 04:32:30  AM,16.332,0.0,
2167,07/17/22 04:33:00  AM,16.332,0.0,
2168,07/17/22 04:33:30  AM,16.332,0.0,
2169,07/17/22 04:34:00  AM,16.332,0.0,
2170,07/17/22 04:34:30  AM,16.332,0.0,
2171,07/17/22 04:35:00  AM,16.332,0.0,
2172,07/17/22 04:35:30  AM,16.332,0.0,
2173,07/17/22 04:36:00  AM,16.332,0.0,
2174,07/17/22 04:36:30  AM,16.332,0.0,
2175,07/17/22 04:37:00  AM,16.332,0.0,
2176,07/17/22 04:37:30  AM,16.332,0.0,
2177,07/17/22 04:38:00  AM,16.332,0.0,
2178,07/17/22 04:38:30  AM,16.332,0.0,
2179,07/17/22 04:39:00  AM,16.332,0.0,
2180,07/17/22 04:39:30  AM,16.332,0.0,
2181,07/17/22 04:40:00  AM,16.332,0.0,
2182,07/17/22 04:40:30  AM,16.332,0.0,
2183,07/17/22 04:41:00  AM,16.332,0.0,
2184,07/17/22 04:41:30  AM,16.332,0.0,
2185,07/17/22 04:42:00  AM,16.332,0.0,
2186,07/17/22 04:42:30  AM,16.332,0.0,
2187,07/17/22 04:43:00  AM,16.332,0.0,
2188,07/17/22 04:43:30  AM,16.332,0.0,
2189,07/17/22 04:44:00  AM,16.332,0.0,
2190,07/17/22 04:44:30  AM,16.332,0.0,
2191,07/17/22 04:45:00  AM,16.332,0.0,
2192,07/17/22 04:45:30  AM,16.332,0.0,
2193,07/17/22 04:46:00  AM,16.332,0.0,
2194,07/17/22 04:46:30  AM,16.332,0.0,
2195,07/17/22 04:47:00  AM,16.332,0.0,
2196,07/17/22 04:47:30  AM,16.332,0.0,
2197,07/17/22 04:48:00  AM,16.332,0.0,
2198,07/17/22 04:48:30  AM,16.332,0.0,
2199,07/17/22 04:49:00  AM,16.332,0.0,
2200,07/17/22 04:49:30  AM,16.332,0.0,
2201,07/17/22 04:50:00  AM,16.332,0.0,
2202,07/17/22 04:50:30  AM,16.332,0.0,
2203,07/17/22 04:51:00  AM,16.332,0.0,
2204,07/17/22 04:51:30  AM,16.332,0.0,
2205,07/17/22 04:52:00  AM,16.332,0.0,
2206,07/17/22 04:52:30  AM,16.332,0.0,
2207,07/17/22 04:53:00  AM,16.332,0.0,
2208,07/17/22 04:53:30  AM,16.332,0.0,
2209,07/17/22 04:54:00  AM,16.332,0.0,
2210,07/17/22 04:54:30  AM,16.332,0.0,
2211,07/17/22 04:55:00  AM,16.332,0.0,
2212,07/17/22 04:55:30  AM,16.332,0.0,
2213,07/17/22 04:56:00  AM,16.332,0.0,
2214,07/17/22 04:56:30  AM,16.332,0.0,
2215,07/17/22 04:57:00  AM,16.332,0.0,
2216,07/17/22 04:57:30  AM,16.332,0.0,
2217,07/17/22 04:58:00  AM,16.332,0.0,
2218,07/17/22 04:58:30  AM,16.332,0.0,
2219,07/17/22 04:59:00  AM,16.332,0.0,
2220,07/17/22 04:59:30  AM,16.332,0.0,
2221,07/17/22 05:00:00  AM,16.332,0.0,
2222,07/17/22 05:00:30  AM,16.332,0.0,
2223,07/17/22 05:01:00  AM,16.332,0.0,
2224,07/17/22 05:01:30  AM,16.332,0.0,
2225,07/17/22 05:02:00  AM,16.332,0.0,
2226,07/17/22 05:02:30  AM,16.332,0.0,
2227,07/17/22 05:03:00  AM,16.332,0.0,
2228,07/17/22 05:03:30  AM,16.332,0.0,
2229,07/17/22 05:04:00  AM,16.332,0.0,
2230,07/17/22 05:04:30  AM,16.332,0.0,
2231,07/17/22 05:05:00  AM,16.332,0.0,
2232,07/17/22 05:05:30  AM,16.332,0.0,
2233,07/17/22 05:06:00  AM,16.332,0.0,
2234,07/17/22 05:06:30  AM,16.237,0.0,
2235,07/17/22 05:07:00  AM,16.332,0.0,
2236,07/17/22 05:07:30  AM,16.332,0.0,
2237,07/17/22 05:08:00  AM,16.332,0.0,
2238,07/17/22 05:08:30  AM,16.237,0.0,
2239,07/17/22 05:09:00  AM,16.237,0.0,
2240,07/17/22 05:09:30  AM,16.332,0.0,
2241,07/17/22 05:10:00  AM,16.237,0.0,
2242,07/17/22 05:10:30  AM,16.237,0.0,
2243,07/17/22 05:11:00  AM,16.332,0.0,
2244,07/17/22 05:11:30  AM,16.237,0.0,
2245,07/17/22 05:12:00  AM,16.237,0.0,
2246,07/17/22 05:12:30  AM,16.237,0.0,
2247,07/17/22 05:13:00  AM,16.332,0.0,
2248,07/17/22 05:13:30  AM,16.237,0.0,
2249,07/17/22 05:14:00  AM,16.237,0.0,
2250,07/17/22 05:14:30  AM,16.237,0.0,
2251,07/17/22 05:15:00  AM,16.237,0.0,
2252,07/17/22 05:15:30  AM,16.237,0.0,
2253,07/17/22 05:16:00  AM,16.237,0.0,
2254,07/17/22 05:16:30  AM,16.237,0.0,
2255,07/17/22 05:17:00  AM,16.237,0.0,
2256,07/17/22 05:17:30  AM,16.237,0.0,
2257,07/17/22 05:18:00  AM,16.237,0.0,
2258,07/17/22 05:18:30  AM,16.237,0.0,
2259,07/17/22 05:19:00  AM,16.237,0.0,
2260,07/17/22 05:19:30  AM,16.237,0.0,
2261,07/17/22 05:20:00  AM,16.237,0.0,
2262,07/17/22 05:20:30  AM,16.237,0.0,
2263,07/17/22 05:21:00  AM,16.237,0.0,
2264,07/17/22 05:21:30  AM,16.237,0.0,
2265,07/17/22 05:22:00  AM,16.237,0.0,
2266,07/17/22 05:22:30  AM,16.237,0.0,
2267,07/17/22 05:23:00  AM,16.237,0.0,
2268,07/17/22 05:23:30  AM,16.237,0.0,
2269,07/17/22 05:24:00  AM,16.237,0.0,
2270,07/17/22 05:24:30  AM,16.237,0.0,
2271,07/17/22 05:25:00  AM,16.237,0.0,
2272,07/17/22 05:25:30  AM,16.237,0.0,
2273,07/17/22 05:26:00  AM,16.237,0.0,
2274,07/17/22 05:26:30  AM,16.237,0.0,
2275,07/17/22 05:27:00  AM,16.237,0.0,
2276,07/17/22 05:27:30  AM,16.237,0.0,
2277,07/17/22 05:28:00  AM,16.237,0.0,
2278,07/17/22 05:28:30  AM,16.237,0.0,
2279,07/17/22 05:29:00  AM,16.237,0.0,
2280,07/17/22 05:29:30  AM,16.237,0.0,
2281,07/17/22 05:30:00  AM,16.237,0.0,
2282,07/17/22 05:30:30  AM,16.237,0.0,
2283,07/17/22 05:31:00  AM,16.237,0.0,
2284,07/17/22 05:31:30  AM,16.332,0.0,
2285,07/17/22 05:32:00  AM,16.237,0.0,
2286,07/17/22 05:32:30  AM,16.237,0.0,
2287,07/17/22 05:33:00  AM,16.237,0.0,
2288,07/17/22 05:33:30  AM,16.237,0.0,
2289,07/17/22 05:34:00  AM,16.237,0.0,
2290,07/17/22 05:34:30  AM,16.237,0.0,
2291,07/17/22 05:35:00  AM,16.237,0.0,
2292,07/17/22 05:35:30  AM,16.237,0.0,
2293,07/17/22 05:36:00  AM,16.237,0.0,
2294,07/17/22 05:36:30  AM,16.237,0.0,
2295,07/17/22 05:37:00  AM,16.237,0.0,
2296,07/17/22 05:37:30  AM,16.237,0.0,
2297,07/17/22 05:38:00  AM,16.237,0.0,
2298,07/17/22 05:38:30  AM,16.237,0.0,
2299,07/17/22 05:39:00  AM,16.237,0.0,
2300,07/17/22 05:39:30  AM,16.332,0.0,
2301,07/17/22 05:40:00  AM,16.237,0.0,
2302,07/17/22 05:40:30  AM,16.237,0.0,
2303,07/17/22 05:41:00  AM,16.237,0.0,
2304,07/17/22 05:41:30  AM,16.237,0.0,
2305,07/17/22 05:42:00  AM,16.237,0.0,
2306,07/17/22 05:42:30  AM,16.237,0.0,
2307,07/17/22 05:43:00  AM,16.237,0.0,
2308,07/17/22 05:43:30  AM,16.237,0.0,
2309,07/17/22 05:44:00  AM,16.332,0.0,
2310,07/17/22 05:44:30  AM,16.237,0.0,
2311,07/17/22 05:45:00  AM,16.332,0.0,
2312,07/17/22 05:45:30  AM,16.237,0.0,
2313,07/17/22 05:46:00  AM,16.237,0.0,
2314,07/17/22 05:46:30  AM,16.237,0.0,
2315,07/17/22 05:47:00  AM,16.237,0.0,
2316,07/17/22 05:47:30  AM,16.237,0.0,
2317,07/17/22 05:48:00  AM,16.237,0.0,
2318,07/17/22 05:48:30  AM,16.332,0.0,
2319,07/17/22 05:49:00  AM,16.237,0.0,
2320,07/17/22 05:49:30  AM,16.332,0.0,
2321,07/17/22 05:50:00  AM,16.332,0.0,
2322,07/17/22 05:50:30  AM,16.332,0.0,
2323,07/17/22 05:51:00  AM,16.237,0.0,
2324,07/17/22 05:51:30  AM,16.237,0.0,
2325,07/17/22 05:52:00  AM,16.332,0.0,
2326,07/17/22 05:52:30  AM,16.237,0.0,
2327,07/17/22 05:53:00  AM,16.332,0.0,
2328,07/17/22 05:53:30  AM,16.332,0.0,
2329,07/17/22 05:54:00  AM,16.332,0.0,
2330,07/17/22 05:54:30  AM,16.332,0.0,
2331,07/17/22 05:55:00  AM,16.332,0.0,
2332,07/17/22 05:55:30  AM,16.332,0.0,
2333,07/17/22 05:56:00  AM,16.332,0.0,
2334,07/17/22 05:56:30  AM,16.332,0.0,
2335,07/17/22 05:57:00  AM,16.332,0.0,
2336,07/17/22 05:57:30  AM,16.332,0.0,
2337,07/17/22 05:58:00  AM,16.332,0.0,
2338,07/17/22 05:58:30  AM,16.332,0.0,
2339,07/17/22 05:59:00  AM,16.332,0.0,
2340,07/17/22 05:59:30  AM,16.332,0.0,
2341,07/17/22 06:00:00  AM,16.332,0.0,
2342,07/17/22 06:00:30  AM,16.332,0.0,
2343,07/17/22 06:01:00  AM,16.332,0.0,
2344,07/17/22 06:01:30  AM,16.332,0.0,
2345,07/17/22 06:02:00  AM,16.332,0.0,
2346,07/17/22 06:02:30  AM,16.332,0.0,
2347,07/17/22 06:03:00  AM,16.332,0.0,
2348,07/17/22 06:03:30  AM,16.332,0.0,
2349,07/17/22 06:04:00  AM,16.332,0.0,
2350,07/17/22 06:04:30  AM,16.332,0.0,
2351,07/17/22 06:05:00  AM,16.332,0.0,
2352,07/17/22 06:05:30  AM,16.332,0.0,
2353,07/17/22 06:06:00  AM,16.332,0.0,
2354,07/17/22 06:06:30  AM,16.332,0.0,
2355,07/17/22 06:07:00  AM,16.332,0.0,
2356,07/17/22 06:07:30  AM,16.332,0.0,
2357,07/17/22 06:08:00  AM,16.332,0.0,
2358,07/17/22 06:08:30  AM,16.332,0.0,
2359,07/17/22 06:09:00  AM,16.332,0.0,
2360,07/17/22 06:09:30  AM,16.332,0.0,
2361,07/17/22 06:10:00  AM,16.332,0.0,
2362,07/17/22 06:10:30  AM,16.332,0.0,
2363,07/17/22 06:11:00  AM,16.332,0.0,
2364,07/17/22 06:11:30  AM,16.332,0.0,
2365,07/17/22 06:12:00  AM,16.332,0.0,
2366,07/17/22 06:12:30  AM,16.332,0.0,
2367,07/17/22 06:13:00  AM,16.332,0.0,
2368,07/17/22 06:13:30  AM,16.332,0.0,
2369,07/17/22 06:14:00  AM,16.332,0.0,
2370,07/17/22 06:14:30  AM,16.332,0.0,
2371,07/17/22 06:15:00  AM,16.332,0.0,
2372,07/17/22 06:15:30  AM,16.332,0.0,
2373,07/17/22 06:16:00  AM,16.332,0.0,
2374,07/17/22 06:16:30  AM,16.332,0.0,
2375,07/17/22 06:17:00  AM,16.332,0.0,
2376,07/17/22 06:17:30  AM,16.332,0.0,
2377,07/17/22 06:18:00  AM,16.332,0.0,
2378,07/17/22 06:18:30  AM,16.332,0.0,
2379,07/17/22 06:19:00  AM,16.332,0.0,
2380,07/17/22 06:19:30  AM,16.332,0.0,
2381,07/17/22 06:20:00  AM,16.332,0.0,
2382,07/17/22 06:20:30  AM,16.332,0.0,
2383,07/17/22 06:21:00  AM,16.332,0.0,
2384,07/17/22 06:21:30  AM,16.332,0.0,
2385,07/17/22 06:22:00  AM,16.332,0.0,
2386,07/17/22 06:22:30  AM,16.332,0.0,
2387,07/17/22 06:23:00  AM,16.332,0.0,
2388,07/17/22 06:23:30  AM,16.332,0.0,
2389,07/17/22 06:24:00  AM,16.332,0.0,
2390,07/17/22 06:24:30  AM,16.332,0.0,
2391,07/17/22 06:25:00  AM,16.427,0.0,
2392,07/17/22 06:25:30  AM,16.332,0.0,
2393,07/17/22 06:26:00  AM,16.332,0.0,
2394,07/17/22 06:26:30  AM,16.332,0.0,
2395,07/17/22 06:27:00  AM,16.427,0.0,
2396,07/17/22 06:27:30  AM,16.427,0.0,
2397,07/17/22 06:28:00  AM,16.427,0.0,
2398,07/17/22 06:28:30  AM,16.427,0.0,
2399,07/17/22 06:29:00  AM,16.427,0.0,
2400,07/17/22 06:29:30  AM,16.427,0.0,
2401,07/17/22 06:30:00  AM,16.427,0.0,
2402,07/17/22 06:30:30  AM,16.427,0.0,
2403,07/17/22 06:31:00  AM,16.427,0.0,
2404,07/17/22 06:31:30  AM,16.427,0.0,
2405,07/17/22 06:32:00  AM,16.427,0.0,
2406,07/17/22 06:32:30  AM,16.427,0.0,
2407,07/17/22 06:33:00  AM,16.427,0.0,
2408,07/17/22 06:33:30  AM,16.427,0.0,
2409,07/17/22 06:34:00  AM,16.427,0.0,
2410,07/17/22 06:34:30  AM,16.427,0.0,
2411,07/17/22 06:35:00  AM,16.427,0.0,
2412,07/17/22 06:35:30  AM,16.427,0.0,
2413,07/17/22 06:36:00  AM,16.427,0.0,
2414,07/17/22 06:36:30  AM,16.427,0.0,
2415,07/17/22 06:37:00  AM,16.427,0.0,
2416,07/17/22 06:37:30  AM,16.427,0.0,
2417,07/17/22 06:38:00  AM,16.427,0.0,
2418,07/17/22 06:38:30  AM,16.427,0.0,
2419,07/17/22 06:39:00  AM,16.427,0.0,
2420,07/17/22 06:39:30  AM,16.427,0.0,
2421,07/17/22 06:40:00  AM,16.427,0.0,
2422,07/17/22 06:40:30  AM,16.427,0.0,
2423,07/17/22 06:41:00  AM,16.427,0.0,
2424,07/17/22 06:41:30  AM,16.427,0.0,
2425,07/17/22 06:42:00  AM,16.427,0.0,
2426,07/17/22 06:42:30  AM,16.427,0.0,
2427,07/17/22 06:43:00  AM,16.427,0.0,
2428,07/17/22 06:43:30  AM,16.427,0.0,
2429,07/17/22 06:44:00  AM,16.427,0.0,
2430,07/17/22 06:44:30  AM,16.427,0.0,
2431,07/17/22 06:45:00  AM,16.427,0.0,
2432,07/17/22 06:45:30  AM,16.427,0.0,
2433,07/17/22 06:46:00  AM,16.427,0.0,
2434,07/17/22 06:46:30  AM,16.427,0.0,
2435,07/17/22 06:47:00  AM,16.427,0.0,
2436,07/17/22 06:47:30  AM,16.427,0.0,
2437,07/17/22 06:48:00  AM,16.427,0.0,
2438,07/17/22 06:48:30  AM,16.427,0.0,
2439,07/17/22 06:49:00  AM,16.427,0.0,
2440,07/17/22 06:49:30  AM,16.427,0.0,
2441,07/17/22 06:50:00  AM,16.427,0.0,
2442,07/17/22 06:50:30  AM,16.427,0.0,
2443,07/17/22 06:51:00  AM,16.427,0.0,
2444,07/17/22 06:51:30  AM,16.427,0.0,
2445,07/17/22 06:52:00  AM,16.427,0.0,
2446,07/17/22 06:52:30  AM,16.427,0.0,
2447,07/17/22 06:53:00  AM,16.427,0.0,
2448,07/17/22 06:53:30  AM,16.427,0.0,
2449,07/17/22 06:54:00  AM,16.427,0.0,
2450,07/17/22 06:54:30  AM,16.427,0.0,
2451,07/17/22 06:55:00  AM,16.427,0.0,
2452,07/17/22 06:55:30  AM,16.427,0.0,
2453,07/17/22 06:56:00  AM,16.523,0.0,
2454,07/17/22 06:56:30  AM,16.427,0.0,
2455,07/17/22 06:57:00  AM,16.523,0.0,
2456,07/17/22 06:57:30  AM,16.427,0.0,
2457,07/17/22 06:58:00  AM,16.523,0.0,
2458,07/17/22 06:58:30  AM,16.523,0.0,
2459,07/17/22 06:59:00  AM,16.427,0.0,
2460,07/17/22 06:59:30  AM,16.523,0.0,
2461,07/17/22 07:00:00  AM,16.523,0.0,
2462,07/17/22 07:00:30  AM,16.523,0.0,
2463,07/17/22 07:01:00  AM,16.523,0.0,
2464,07/17/22 07:01:30  AM,16.523,0.0,
2465,07/17/22 07:02:00  AM,16.523,0.0,
2466,07/17/22 07:02:30  AM,16.523,0.0,
2467,07/17/22 07:03:00  AM,16.523,0.0,
2468,07/17/22 07:03:30  AM,16.523,0.0,
2469,07/17/22 07:04:00  AM,16.523,0.0,
2470,07/17/22 07:04:30  AM,16.523,0.0,
2471,07/17/22 07:05:00  AM,16.523,0.0,
2472,07/17/22 07:05:30  AM,16.523,0.0,
2473,07/17/22 07:06:00  AM,16.523,0.0,
2474,07/17/22 07:06:30  AM,16.523,0.0,
2475,07/17/22 07:07:00  AM,16.523,0.0,
2476,07/17/22 07:07:30  AM,16.523,0.0,
2477,07/17/22 07:08:00  AM,16.523,0.0,
2478,07/17/22 07:08:30  AM,16.523,0.0,
2479,07/17/22 07:09:00  AM,16.523,0.0,
2480,07/17/22 07:09:30  AM,16.523,0.0,
2481,07/17/22 07:10:00  AM,16.523,0.0,
2482,07/17/22 07:10:30  AM,16.523,0.0,
2483,07/17/22 07:11:00  AM,16.523,0.0,
2484,07/17/22 07:11:30  AM,16.523,0.0,
2485,07/17/22 07:12:00  AM,16.618,0.0,
2486,07/17/22 07:12:30  AM,16.523,0.0,
2487,07/17/22 07:13:00  AM,16.618,0.0,
2488,07/17/22 07:13:30  AM,16.618,0.0,
2489,07/17/22 07:14:00  AM,16.618,0.0,
2490,07/17/22 07:14:30  AM,16.618,0.0,
2491,07/17/22 07:15:00  AM,16.618,0.0,
2492,07/17/22 07:15:30  AM,16.618,0.0,
2493,07/17/22 07:16:00  AM,16.618,0.0,
2494,07/17/22 07:16:30  AM,16.618,0.0,
2495,07/17/22 07:17:00  AM,16.618,0.0,
2496,07/17/22 07:17:30  AM,16.618,0.0,
2497,07/17/22 07:18:00  AM,16.618,0.0,
2498,07/17/22 07:18:30  AM,16.618,0.0,
2499,07/17/22 07:19:00  AM,16.618,0.0,
2500,07/17/22 07:19:30  AM,16.618,0.0,
2501,07/17/22 07:20:00  AM,16.618,0.0,
2502,07/17/22 07:20:30  AM,16.618,0.0,
2503,07/17/22 07:21:00  AM,16.618,0.0,
2504,07/17/22 07:21:30  AM,16.618,0.0,
2505,07/17/22 07:22:00  AM,16.618,0.0,
2506,07/17/22 07:22:30  AM,16.618,0.0,
2507,07/17/22 07:23:00  AM,16.618,0.0,
2508,07/17/22 07:23:30  AM,16.618,0.0,
2509,07/17/22 07:24:00  AM,16.618,0.0,
2510,07/17/22 07:24:30  AM,16.618,0.0,
2511,07/17/22 07:25:00  AM,16.618,0.0,
2512,07/17/22 07:25:30  AM,16.618,0.0,
2513,07/17/22 07:26:00  AM,16.618,0.0,
2514,07/17/22 07:26:30  AM,16.618,0.0,
2515,07/17/22 07:27:00  AM,16.618,0.0,
2516,07/17/22 07:27:30  AM,16.618,0.0,
2517,07/17/22 07:28:00  AM,16.618,0.0,
2518,07/17/22 07:28:30  AM,16.713,0.0,
2519,07/17/22 07:29:00  AM,16.713,0.0,
2520,07/17/22 07:29:30  AM,16.713,0.0,
2521,07/17/22 07:30:00  AM,16.713,0.0,
2522,07/17/22 07:30:30  AM,16.713,0.0,
2523,07/17/22 07:31:00  AM,16.713,0.0,
2524,07/17/22 07:31:30  AM,16.713,0.0,
2525,07/17/22 07:32:00  AM,16.713,0.0,
2526,07/17/22 07:32:30  AM,16.713,0.0,
2527,07/17/22 07:33:00  AM,16.713,0.0,
2528,07/17/22 07:33:30  AM,16.713,0.0,
2529,07/17/22 07:34:00  AM,16.713,0.0,
2530,07/17/22 07:34:30  AM,16.713,0.0,
2531,07/17/22 07:35:00  AM,16.713,0.0,
2532,07/17/22 07:35:30  AM,16.713,0.0,
2533,07/17/22 07:36:00  AM,16.713,0.0,
2534,07/17/22 07:36:30  AM,16.713,0.0,
2535,07/17/22 07:37:00  AM,16.713,0.0,
2536,07/17/22 07:37:30  AM,16.713,0.0,
2537,07/17/22 07:38:00  AM,16.713,0.0,
2538,07/17/22 07:38:30  AM,16.713,0.0,
2539,07/17/22 07:39:00  AM,16.713,0.0,
2540,07/17/22 07:39:30  AM,16.713,0.0,
2541,07/17/22 07:40:00  AM,16.713,0.0,
2542,07/17/22 07:40:30  AM,16.713,0.0,
2543,07/17/22 07:41:00  AM,16.713,0.0,
2544,07/17/22 07:41:30  AM,16.713,0.0,
2545,07/17/22 07:42:00  AM,16.713,0.0,
2546,07/17/22 07:42:30  AM,16.713,0.0,
2547,07/17/22 07:43:00  AM,16.713,0.0,
2548,07/17/22 07:43:30  AM,16.713,0.0,
2549,07/17/22 07:44:00  AM,16.713,0.0,
2550,07/17/22 07:44:30  AM,16.713,0.0,
2551,07/17/22 07:45:00  AM,16.713,0.0,
2552,07/17/22 07:45:30  AM,16.713,0.0,
2553,07/17/22 07:46:00  AM,16.713,0.0,
2554,07/17/22 07:46:30  AM,16.713,0.0,
2555,07/17/22 07:47:00  AM,16.713,0.0,
2556,07/17/22 07:47:30  AM,16.713,0.0,
2557,07/17/22 07:48:00  AM,16.713,0.0,
2558,07/17/22 07:48:30  AM,16.713,0.0,
2559,07/17/22 07:49:00  AM,16.713,0.0,
2560,07/17/22 07:49:30  AM,16.713,0.0,
2561,07/17/22 07:50:00  AM,16.713,0.0,
2562,07/17/22 07:50:30  AM,16.713,0.0,
2563,07/17/22 07:51:00  AM,16.713,0.0,
2564,07/17/22 07:51:30  AM,16.713,0.0,
2565,07/17/22 07:52:00  AM,16.713,0.0,
2566,07/17/22 07:52:30  AM,16.713,0.0,
2567,07/17/22 07:53:00  AM,16.713,0.0,
2568,07/17/22 07:53:30  AM,16.713,0.0,
2569,07/17/22 07:54:00  AM,16.713,0.0,
2570,07/17/22 07:54:30  AM,16.713,0.0,
2571,07/17/22 07:55:00  AM,16.713,0.0,
2572,07/17/22 07:55:30  AM,16.713,0.0,
2573,07/17/22 07:56:00  AM,16.713,0.0,
2574,07/17/22 07:56:30  AM,16.713,0.0,
2575,07/17/22 07:57:00  AM,16.713,0.0,
2576,07/17/22 07:57:30  AM,16.713,0.0,
2577,07/17/22 07:58:00  AM,16.713,0.0,
2578,07/17/22 07:58:30  AM,16.713,0.0,
2579,07/17/22 07:59:00  AM,16.713,0.0,
2580,07/17/22 07:59:30  AM,16.713,0.0,
2581,07/17/22 08:00:00  AM,16.713,0.0,
2582,07/17/22 08:00:30  AM,16.713,0.0,
2583,07/17/22 08:01:00  AM,16.713,0.0,
2584,07/17/22 08:01:30  AM,16.713,0.0,
2585,07/17/22 08:02:00  AM,16.808,0.0,
2586,07/17/22 08:02:30  AM,16.713,0.0,
2587,07/17/22 08:03:00  AM,16.713,0.0,
2588,07/17/22 08:03:30  AM,16.808,0.0,
2589,07/17/22 08:04:00  AM,16.808,0.0,
2590,07/17/22 08:04:30  AM,16.808,0.0,
2591,07/17/22 08:05:00  AM,16.808,0.0,
2592,07/17/22 08:05:30  AM,16.808,0.0,
2593,07/17/22 08:06:00  AM,16.808,0.0,
